Rank	Name	Title	Country	Rating	Games	B-Year
 86	 Khismatullin, Denis	 g	 RUS	 2659	 21	 1984
 87	 Harikrishna, P.	 g	 IND	 2657	 16	 1986
 88	 Feller, Sebastien	 g	 FRA	 2657	 9	 1991
 89	 Meier, Georg	 g	 GER	 2656	 14	 1987
 90	 Smirin, Ilia	 g	 ISR	 2654	 21	 1968
 91	 Grachev, Boris	 g	 RUS	 2654	 19	 1986
 92	 Gustafsson, Jan	 g	 GER	 2652	 13	 1979
 93	 Nyback, Tomi	 g	 FIN	 2650	 16	 1985
 94	 Gharamian, Tigran	 g	 FRA	 2650	 1	 1984
 95	 Rodshtein, Maxim	 g	 ISR	 2649	 26	 1989
 96	 Roiz, Michael	 g	 ISR	 2649	 13	 1983
 97	 Aleksandrov, Aleksej	 g	 BLR	 2649	 9	 1973
 98	 Hammer, Jon Ludvig	 g	 NOR	 2647	 19	 1990
 99	 Potkin, Vladimir	 g	 RUS	 2646	 10	 1982
 100	 McShane, Luke J	 g	 ENG	 2645	 16	 1984
 101	 Turov, Maxim	 g	 RUS	 2645	 9	 1979
 102	 Fridman, Daniel	 g	 GER	 2645	 0	 1976
